"","year","race","number","income_median","income_med_moe","income_mean","income_mean_moe","income_bracket","income_distribution"
"1733",1999,"Black Alone",12838000,42960,1317,59203,1398,"$50,000 to $74,999",16.2
"1734",1999,"Black Alone",12838000,42960,1317,59203,1398,"$75,000 to $99,999",11.1
"1735",1999,"Black Alone",12838000,42960,1317,59203,1398,"$100,000 to $149,999",9.9
"1736",1999,"Black Alone",12838000,42960,1317,59203,1398,"$150,000 to $199,999",4
"1737",1999,"Black Alone",12838000,42960,1317,59203,1398,"$200,000 and over",2.5
"1738",1998,"Black Alone",12579000,39852,1027,53667,1179,"Under $15,000",20.7
"1739",1998,"Black Alone",12579000,39852,1027,53667,1179,"$15,000 to $24,999",13.5
"1740",1998,"Black Alone",12579000,39852,1027,53667,1179,"$25,000 to $34,999",11.4
"1741",1998,"Black Alone",12579000,39852,1027,53667,1179,"$35,000 to $49,999",13.8
"1742",1998,"Black Alone",12579000,39852,1027,53667,1179,"$50,000 to $74,999",16.4
"1743",1998,"Black Alone",12579000,39852,1027,53667,1179,"$75,000 to $99,999",10.2
"1744",1998,"Black Alone",12579000,39852,1027,53667,1179,"$100,000 to $149,999",9.3
"1745",1998,"Black Alone",12579000,39852,1027,53667,1179,"$150,000 to $199,999",2.9
"1746",1998,"Black Alone",12579000,39852,1027,53667,1179,"$200,000 and over",1.8
"1747",1997,"Black Alone",12474000,39913,1130,52520,1240,"Under $15,000",20.3
"1748",1997,"Black Alone",12474000,39913,1130,52520,1240,"$15,000 to $24,999",13.6
"1749",1997,"Black Alone",12474000,39913,1130,52520,1240,"$25,000 to $34,999",11.1
"1750",1997,"Black Alone",12474000,39913,1130,52520,1240,"$35,000 to $49,999",15.1
"1751",1997,"Black Alone",12474000,39913,1130,52520,1240,"$50,000 to $74,999",16.9
"1752",1997,"Black Alone",12474000,39913,1130,52520,1240,"$75,000 to $99,999",10.2
"1753",1997,"Black Alone",12474000,39913,1130,52520,1240,"$100,000 to $149,999",8.7
"1754",1997,"Black Alone",12474000,39913,1130,52520,1240,"$150,000 to $199,999",2.7
"1755",1997,"Black Alone",12474000,39913,1130,52520,1240,"$200,000 and over",1.4
"1756",1996,"Black Alone",12109000,38223,1237,52837,1698,"Under $15,000",21.3
"1757",1996,"Black Alone",12109000,38223,1237,52837,1698,"$15,000 to $24,999",14.3
"1758",1996,"Black Alone",12109000,38223,1237,52837,1698,"$25,000 to $34,999",11.5
"1759",1996,"Black Alone",12109000,38223,1237,52837,1698,"$35,000 to $49,999",14
"1760",1996,"Black Alone",12109000,38223,1237,52837,1698,"$50,000 to $74,999",16.5
"1761",1996,"Black Alone",12109000,38223,1237,52837,1698,"$75,000 to $99,999",10.6
"1762",1996,"Black Alone",12109000,38223,1237,52837,1698,"$100,000 to $149,999",8
"1763",1996,"Black Alone",12109000,38223,1237,52837,1698,"$150,000 to $199,999",2.3
"1764",1996,"Black Alone",12109000,38223,1237,52837,1698,"$200,000 and over",1.5
"1765",1995,"Black Alone",11577000,37421,1050,50802,1429,"Under $15,000",21.5
"1766",1995,"Black Alone",11577000,37421,1050,50802,1429,"$15,000 to $24,999",14
"1767",1995,"Black Alone",11577000,37421,1050,50802,1429,"$25,000 to $34,999",12
"1768",1995,"Black Alone",11577000,37421,1050,50802,1429,"$35,000 to $49,999",14.2
"1769",1995,"Black Alone",11577000,37421,1050,50802,1429,"$50,000 to $74,999",17
"1770",1995,"Black Alone",11577000,37421,1050,50802,1429,"$75,000 to $99,999",9.3
"1771",1995,"Black Alone",11577000,37421,1050,50802,1429,"$100,000 to $149,999",8.9
"1772",1995,"Black Alone",11577000,37421,1050,50802,1429,"$150,000 to $199,999",1.9
"1773",1995,"Black Alone",11577000,37421,1050,50802,1429,"$200,000 and over",1.2
"1774",1994,"Black Alone",11655000,35985,1101,50073,1182,"Under $15,000",23.3
"1775",1994,"Black Alone",11655000,35985,1101,50073,1182,"$15,000 to $24,999",14
"1776",1994,"Black Alone",11655000,35985,1101,50073,1182,"$25,000 to $34,999",11.9
"1777",1994,"Black Alone",11655000,35985,1101,50073,1182,"$35,000 to $49,999",14.1
"1778",1994,"Black Alone",11655000,35985,1101,50073,1182,"$50,000 to $74,999",14.7
"1779",1994,"Black Alone",11655000,35985,1101,50073,1182,"$75,000 to $99,999",9.7
"1780",1994,"Black Alone",11655000,35985,1101,50073,1182,"$100,000 to $149,999",8.4
"1781",1994,"Black Alone",11655000,35985,1101,50073,1182,"$150,000 to $199,999",2.5
"1782",1994,"Black Alone",11655000,35985,1101,50073,1182,"$200,000 and over",1.4
"1783",1993,"Black Alone",11281000,34126,1109,47572,1299,"Under $15,000",25.2
"1784",1993,"Black Alone",11281000,34126,1109,47572,1299,"$15,000 to $24,999",14.4
"1785",1993,"Black Alone",11281000,34126,1109,47572,1299,"$25,000 to $34,999",12
"1786",1993,"Black Alone",11281000,34126,1109,47572,1299,"$35,000 to $49,999",14.1
"1787",1993,"Black Alone",11281000,34126,1109,47572,1299,"$50,000 to $74,999",14.8
"1788",1993,"Black Alone",11281000,34126,1109,47572,1299,"$75,000 to $99,999",8.7
"1789",1993,"Black Alone",11281000,34126,1109,47572,1299,"$100,000 to $149,999",7.5
"1790",1993,"Black Alone",11281000,34126,1109,47572,1299,"$150,000 to $199,999",2.2
"1791",1993,"Black Alone",11281000,34126,1109,47572,1299,"$200,000 and over",1.2
"1792",1992,"Black Alone",11269000,33593,1128,45585,1017,"Under $15,000",26.2
"1793",1992,"Black Alone",11269000,33593,1128,45585,1017,"$15,000 to $24,999",14.1
"1794",1992,"Black Alone",11269000,33593,1128,45585,1017,"$25,000 to $34,999",11.3
"1795",1992,"Black Alone",11269000,33593,1128,45585,1017,"$35,000 to $49,999",13.9
"1796",1992,"Black Alone",11269000,33593,1128,45585,1017,"$50,000 to $74,999",15.9
"1797",1992,"Black Alone",11269000,33593,1128,45585,1017,"$75,000 to $99,999",8.9
"1798",1992,"Black Alone",11269000,33593,1128,45585,1017,"$100,000 to $149,999",6.8
"1799",1992,"Black Alone",11269000,33593,1128,45585,1017,"$150,000 to $199,999",2.1
"1800",1992,"Black Alone",11269000,33593,1128,45585,1017,"$200,000 and over",0.9
"1801",1991,"Black Alone",11083000,34524,1193,45971,987,"Under $15,000",26
"1802",1991,"Black Alone",11083000,34524,1193,45971,987,"$15,000 to $24,999",13.3
"1803",1991,"Black Alone",11083000,34524,1193,45971,987,"$25,000 to $34,999",11.3
"1804",1991,"Black Alone",11083000,34524,1193,45971,987,"$35,000 to $49,999",13.9
"1805",1991,"Black Alone",11083000,34524,1193,45971,987,"$50,000 to $74,999",16.4
"1806",1991,"Black Alone",11083000,34524,1193,45971,987,"$75,000 to $99,999",9.2
"1807",1991,"Black Alone",11083000,34524,1193,45971,987,"$100,000 to $149,999",7.1
"1808",1991,"Black Alone",11083000,34524,1193,45971,987,"$150,000 to $199,999",1.9
"1809",1991,"Black Alone",11083000,34524,1193,45971,987,"$200,000 and over",0.8
"1810",1990,"Black Alone",10671000,35531,1333,47208,1048,"Under $15,000",24.9
"1811",1990,"Black Alone",10671000,35531,1333,47208,1048,"$15,000 to $24,999",13.9
"1812",1990,"Black Alone",10671000,35531,1333,47208,1048,"$25,000 to $34,999",10.9
"1813",1990,"Black Alone",10671000,35531,1333,47208,1048,"$35,000 to $49,999",14.1
"1814",1990,"Black Alone",10671000,35531,1333,47208,1048,"$50,000 to $74,999",16.5
"1815",1990,"Black Alone",10671000,35531,1333,47208,1048,"$75,000 to $99,999",9.4
"1816",1990,"Black Alone",10671000,35531,1333,47208,1048,"$100,000 to $149,999",7.3
"1817",1990,"Black Alone",10671000,35531,1333,47208,1048,"$150,000 to $199,999",2.1
"1818",1990,"Black Alone",10671000,35531,1333,47208,1048,"$200,000 and over",0.9
"1819",1989,"Black Alone",10486000,36099,1208,47901,1071,"Under $15,000",24.7
"1820",1989,"Black Alone",10486000,36099,1208,47901,1071,"$15,000 to $24,999",13.4
"1821",1989,"Black Alone",10486000,36099,1208,47901,1071,"$25,000 to $34,999",11
"1822",1989,"Black Alone",10486000,36099,1208,47901,1071,"$35,000 to $49,999",14.3
"1823",1989,"Black Alone",10486000,36099,1208,47901,1071,"$50,000 to $74,999",16.4
"1824",1989,"Black Alone",10486000,36099,1208,47901,1071,"$75,000 to $99,999",9.1
"1825",1989,"Black Alone",10486000,36099,1208,47901,1071,"$100,000 to $149,999",8.2
"1826",1989,"Black Alone",10486000,36099,1208,47901,1071,"$150,000 to $199,999",2.2
"1827",1989,"Black Alone",10486000,36099,1208,47901,1071,"$200,000 and over",0.8
"1828",1988,"Black Alone",10561000,34185,1172,46832,1124,"Under $15,000",25.3
"1829",1988,"Black Alone",10561000,34185,1172,46832,1124,"$15,000 to $24,999",14.2
"1830",1988,"Black Alone",10561000,34185,1172,46832,1124,"$25,000 to $34,999",11.3
"1831",1988,"Black Alone",10561000,34185,1172,46832,1124,"$35,000 to $49,999",13.8
"1832",1988,"Black Alone",10561000,34185,1172,46832,1124,"$50,000 to $74,999",15.3
"1833",1988,"Black Alone",10561000,34185,1172,46832,1124,"$75,000 to $99,999",9.2
"1834",1988,"Black Alone",10561000,34185,1172,46832,1124,"$100,000 to $149,999",8
"1835",1988,"Black Alone",10561000,34185,1172,46832,1124,"$150,000 to $199,999",2
"1836",1988,"Black Alone",10561000,34185,1172,46832,1124,"$200,000 and over",1
"1837",1987,"Black Alone",10192000,33833,1065,45683,1033,"Under $15,000",25.7
"1838",1987,"Black Alone",10192000,33833,1065,45683,1033,"$15,000 to $24,999",14.2
"1839",1987,"Black Alone",10192000,33833,1065,45683,1033,"$25,000 to $34,999",11.6
"1840",1987,"Black Alone",10192000,33833,1065,45683,1033,"$35,000 to $49,999",15.1
"1841",1987,"Black Alone",10192000,33833,1065,45683,1033,"$50,000 to $74,999",14.7
"1842",1987,"Black Alone",10192000,33833,1065,45683,1033,"$75,000 to $99,999",9
"1843",1987,"Black Alone",10192000,33833,1065,45683,1033,"$100,000 to $149,999",6.9
"1844",1987,"Black Alone",10192000,33833,1065,45683,1033,"$150,000 to $199,999",1.6
"1845",1987,"Black Alone",10192000,33833,1065,45683,1033,"$200,000 and over",1.1
"1846",1986,"Black Alone",9922000,33675,1087,45180,1010,"Under $15,000",25.7
"1847",1986,"Black Alone",9922000,33675,1087,45180,1010,"$15,000 to $24,999",14.2
"1848",1986,"Black Alone",9922000,33675,1087,45180,1010,"$25,000 to $34,999",11.8
"1849",1986,"Black Alone",9922000,33675,1087,45180,1010,"$35,000 to $49,999",13.9
"1850",1986,"Black Alone",9922000,33675,1087,45180,1010,"$50,000 to $74,999",16
"1851",1986,"Black Alone",9922000,33675,1087,45180,1010,"$75,000 to $99,999",9.3
"1852",1986,"Black Alone",9922000,33675,1087,45180,1010,"$100,000 to $149,999",6.4
"1853",1986,"Black Alone",9922000,33675,1087,45180,1010,"$150,000 to $199,999",1.9
"1854",1986,"Black Alone",9922000,33675,1087,45180,1010,"$200,000 and over",0.7
"1855",1985,"Black Alone",9797000,33671,1076,43933,938,"Under $15,000",25
"1856",1985,"Black Alone",9797000,33671,1076,43933,938,"$15,000 to $24,999",15.2
"1857",1985,"Black Alone",9797000,33671,1076,43933,938,"$25,000 to $34,999",11.9
"1858",1985,"Black Alone",9797000,33671,1076,43933,938,"$35,000 to $49,999",14.8
"1859",1985,"Black Alone",9797000,33671,1076,43933,938,"$50,000 to $74,999",15.8
"1860",1985,"Black Alone",9797000,33671,1076,43933,938,"$75,000 to $99,999",8.6
"1861",1985,"Black Alone",9797000,33671,1076,43933,938,"$100,000 to $149,999",6.9
"1862",1985,"Black Alone",9797000,33671,1076,43933,938,"$150,000 to $199,999",1.2
"1863",1985,"Black Alone",9797000,33671,1076,43933,938,"$200,000 and over",0.6
"1864",1984,"Black Alone",9480000,31659,1001,42223,854,"Under $15,000",25.5
"1865",1984,"Black Alone",9480000,31659,1001,42223,854,"$15,000 to $24,999",16.1
"1866",1984,"Black Alone",9480000,31659,1001,42223,854,"$25,000 to $34,999",12.4
"1867",1984,"Black Alone",9480000,31659,1001,42223,854,"$35,000 to $49,999",15
"1868",1984,"Black Alone",9480000,31659,1001,42223,854,"$50,000 to $74,999",15.1
"1869",1984,"Black Alone",9480000,31659,1001,42223,854,"$75,000 to $99,999",7.7
"1870",1984,"Black Alone",9480000,31659,1001,42223,854,"$100,000 to $149,999",6.4
"1871",1984,"Black Alone",9480000,31659,1001,42223,854,"$150,000 to $199,999",1.3
"1872",1984,"Black Alone",9480000,31659,1001,42223,854,"$200,000 and over",0.4
"1873",1983,"Black Alone",9236000,30426,938,40468,821,"Under $15,000",27.2
"1874",1983,"Black Alone",9236000,30426,938,40468,821,"$15,000 to $24,999",15.9
"1875",1983,"Black Alone",9236000,30426,938,40468,821,"$25,000 to $34,999",12.5
"1876",1983,"Black Alone",9236000,30426,938,40468,821,"$35,000 to $49,999",14.3
"1877",1983,"Black Alone",9236000,30426,938,40468,821,"$50,000 to $74,999",15
"1878",1983,"Black Alone",9236000,30426,938,40468,821,"$75,000 to $99,999",8.1
"1879",1983,"Black Alone",9236000,30426,938,40468,821,"$100,000 to $149,999",5.7
"1880",1983,"Black Alone",9236000,30426,938,40468,821,"$150,000 to $199,999",1.1
"1881",1983,"Black Alone",9236000,30426,938,40468,821,"$200,000 and over",0.2
"1882",1982,"Black Alone",8916000,30549,806,40195,827,"Under $15,000",26.3
"1883",1982,"Black Alone",8916000,30549,806,40195,827,"$15,000 to $24,999",15.6
"1884",1982,"Black Alone",8916000,30549,806,40195,827,"$25,000 to $34,999",13.7
"1885",1982,"Black Alone",8916000,30549,806,40195,827,"$35,000 to $49,999",13.2
"1886",1982,"Black Alone",8916000,30549,806,40195,827,"$50,000 to $74,999",16.9
"1887",1982,"Black Alone",8916000,30549,806,40195,827,"$75,000 to $99,999",8.4
"1888",1982,"Black Alone",8916000,30549,806,40195,827,"$100,000 to $149,999",4.4
"1889",1982,"Black Alone",8916000,30549,806,40195,827,"$150,000 to $199,999",1
"1890",1982,"Black Alone",8916000,30549,806,40195,827,"$200,000 and over",0.3
"1891",1981,"Black Alone",8961000,30610,846,40211,801,"Under $15,000",26.6
"1892",1981,"Black Alone",8961000,30610,846,40211,801,"$15,000 to $24,999",16
"1893",1981,"Black Alone",8961000,30610,846,40211,801,"$25,000 to $34,999",13.1
"1894",1981,"Black Alone",8961000,30610,846,40211,801,"$35,000 to $49,999",13.8
"1895",1981,"Black Alone",8961000,30610,846,40211,801,"$50,000 to $74,999",15.5
"1896",1981,"Black Alone",8961000,30610,846,40211,801,"$75,000 to $99,999",8.4
"1897",1981,"Black Alone",8961000,30610,846,40211,801,"$100,000 to $149,999",5.6
"1898",1981,"Black Alone",8961000,30610,846,40211,801,"$150,000 to $199,999",0.9
"1899",1981,"Black Alone",8961000,30610,846,40211,801,"$200,000 and over",0.1
"1900",1980,"Black Alone",8847000,31885,989,41382,838,"Under $15,000",24.9
"1901",1980,"Black Alone",8847000,31885,989,41382,838,"$15,000 to $24,999",16.3
"1902",1980,"Black Alone",8847000,31885,989,41382,838,"$25,000 to $34,999",12.6
"1903",1980,"Black Alone",8847000,31885,989,41382,838,"$35,000 to $49,999",14.7
"1904",1980,"Black Alone",8847000,31885,989,41382,838,"$50,000 to $74,999",16.6
"1905",1980,"Black Alone",8847000,31885,989,41382,838,"$75,000 to $99,999",8.2
"1906",1980,"Black Alone",8847000,31885,989,41382,838,"$100,000 to $149,999",5.6
"1907",1980,"Black Alone",8847000,31885,989,41382,838,"$150,000 to $199,999",0.9
"1908",1980,"Black Alone",8847000,31885,989,41382,838,"$200,000 and over",0.3
"1909",1979,"Black Alone",8586000,33378,1002,42828,867,"Under $15,000",23.7
"1910",1979,"Black Alone",8586000,33378,1002,42828,867,"$15,000 to $24,999",15.8
"1911",1979,"Black Alone",8586000,33378,1002,42828,867,"$25,000 to $34,999",13
"1912",1979,"Black Alone",8586000,33378,1002,42828,867,"$35,000 to $49,999",14.7
"1913",1979,"Black Alone",8586000,33378,1002,42828,867,"$50,000 to $74,999",16.3
"1914",1979,"Black Alone",8586000,33378,1002,42828,867,"$75,000 to $99,999",9.2
"1915",1979,"Black Alone",8586000,33378,1002,42828,867,"$100,000 to $149,999",6.1
"1916",1979,"Black Alone",8586000,33378,1002,42828,867,"$150,000 to $199,999",1
"1917",1979,"Black Alone",8586000,33378,1002,42828,867,"$200,000 and over",0.3
"1918",1978,"Black Alone",8066000,33939,1181,43373,931,"Under $15,000",23.4
"1919",1978,"Black Alone",8066000,33939,1181,43373,931,"$15,000 to $24,999",15.4
"1920",1978,"Black Alone",8066000,33939,1181,43373,931,"$25,000 to $34,999",12.6
"1921",1978,"Black Alone",8066000,33939,1181,43373,931,"$35,000 to $49,999",14.5
"1922",1978,"Black Alone",8066000,33939,1181,43373,931,"$50,000 to $74,999",17.5
"1923",1978,"Black Alone",8066000,33939,1181,43373,931,"$75,000 to $99,999",8.6
"1924",1978,"Black Alone",8066000,33939,1181,43373,931,"$100,000 to $149,999",6.7
"1925",1978,"Black Alone",8066000,33939,1181,43373,931,"$150,000 to $199,999",1.1
"1926",1978,"Black Alone",8066000,33939,1181,43373,931,"$200,000 and over",0.2
"1927",1977,"Black Alone",7977000,32455,716,41585,609,"Under $15,000",22.9
"1928",1977,"Black Alone",7977000,32455,716,41585,609,"$15,000 to $24,999",17.5
"1929",1977,"Black Alone",7977000,32455,716,41585,609,"$25,000 to $34,999",13.4
"1930",1977,"Black Alone",7977000,32455,716,41585,609,"$35,000 to $49,999",14.9
"1931",1977,"Black Alone",7977000,32455,716,41585,609,"$50,000 to $74,999",16.4
"1932",1977,"Black Alone",7977000,32455,716,41585,609,"$75,000 to $99,999",8.4
"1933",1977,"Black Alone",7977000,32455,716,41585,609,"$100,000 to $149,999",5.3
"1934",1977,"Black Alone",7977000,32455,716,41585,609,"$150,000 to $199,999",0.7
"1935",1977,"Black Alone",7977000,32455,716,41585,609,"$200,000 and over",0.4
"1936",1976,"Black Alone",7776000,32373,660,41362,607,"Under $15,000",23.1
"1937",1976,"Black Alone",7776000,32373,660,41362,607,"$15,000 to $24,999",17.6
"1938",1976,"Black Alone",7776000,32373,660,41362,607,"$25,000 to $34,999",12.7
"1939",1976,"Black Alone",7776000,32373,660,41362,607,"$35,000 to $49,999",14.8
"1940",1976,"Black Alone",7776000,32373,660,41362,607,"$50,000 to $74,999",17.3
"1941",1976,"Black Alone",7776000,32373,660,41362,607,"$75,000 to $99,999",8.7
"1942",1976,"Black Alone",7776000,32373,660,41362,607,"$100,000 to $149,999",4.8
"1943",1976,"Black Alone",7776000,32373,660,41362,607,"$150,000 to $199,999",0.6
"1944",1976,"Black Alone",7776000,32373,660,41362,607,"$200,000 and over",0.3
"1945",1975,"Black Alone",7489000,32096,777,40063,584,"Under $15,000",24.3
"1946",1975,"Black Alone",7489000,32096,777,40063,584,"$15,000 to $24,999",16.9
"1947",1975,"Black Alone",7489000,32096,777,40063,584,"$25,000 to $34,999",12.9
"1948",1975,"Black Alone",7489000,32096,777,40063,584,"$35,000 to $49,999",15.7
"1949",1975,"Black Alone",7489000,32096,777,40063,584,"$50,000 to $74,999",16.8
"1950",1975,"Black Alone",7489000,32096,777,40063,584,"$75,000 to $99,999",8.3
"1951",1975,"Black Alone",7489000,32096,777,40063,584,"$100,000 to $149,999",4.3
"1952",1975,"Black Alone",7489000,32096,777,40063,584,"$150,000 to $199,999",0.7
"1953",1975,"Black Alone",7489000,32096,777,40063,584,"$200,000 and over",0.1
"1954",1974,"Black Alone",7263000,32652,648,40609,594,"Under $15,000",23
"1955",1974,"Black Alone",7263000,32652,648,40609,594,"$15,000 to $24,999",16.4
"1956",1974,"Black Alone",7263000,32652,648,40609,594,"$25,000 to $34,999",13.8
"1957",1974,"Black Alone",7263000,32652,648,40609,594,"$35,000 to $49,999",16.2
"1958",1974,"Black Alone",7263000,32652,648,40609,594,"$50,000 to $74,999",16.5
"1959",1974,"Black Alone",7263000,32652,648,40609,594,"$75,000 to $99,999",8.7
