"","year","race","dollar_type","number","income_quintile","income_dollars"
"2854",2019,"White, Not Hispanic","2019 Dollars",84868000,"Fourth",153176
"2855",2019,"White, Not Hispanic","2019 Dollars",84868000,"Top 5%",289498
"2856",2018,"White, Not Hispanic","2019 Dollars",84727000,"Lowest",30544
"2857",2018,"White, Not Hispanic","2019 Dollars",84727000,"Second",56707
"2858",2018,"White, Not Hispanic","2019 Dollars",84727000,"Third",89342
"2859",2018,"White, Not Hispanic","2019 Dollars",84727000,"Fourth",142577
"2860",2018,"White, Not Hispanic","2019 Dollars",84727000,"Top 5%",270819
"2861",2017,"White, Not Hispanic","2019 Dollars",84681000,"Lowest",28858
"2862",2017,"White, Not Hispanic","2019 Dollars",84681000,"Second",54827
"2863",2017,"White, Not Hispanic","2019 Dollars",84681000,"Third",88641
"2864",2017,"White, Not Hispanic","2019 Dollars",84681000,"Fourth",142686
"2865",2017,"White, Not Hispanic","2019 Dollars",84681000,"Top 5%",261112
"2866",2016,"White, Not Hispanic","2019 Dollars",84387000,"Lowest",28788
"2867",2016,"White, Not Hispanic","2019 Dollars",84387000,"Second",53824
"2868",2016,"White, Not Hispanic","2019 Dollars",84387000,"Third",86355
"2869",2016,"White, Not Hispanic","2019 Dollars",84387000,"Fourth",138647
"2870",2016,"White, Not Hispanic","2019 Dollars",84387000,"Top 5%",255688
"2871",2015,"White, Not Hispanic","2019 Dollars",84445000,"Lowest",27921
"2872",2015,"White, Not Hispanic","2019 Dollars",84445000,"Second",53138
"2873",2015,"White, Not Hispanic","2019 Dollars",84445000,"Third",85806
"2874",2015,"White, Not Hispanic","2019 Dollars",84445000,"Fourth",135059
"2875",2015,"White, Not Hispanic","2019 Dollars",84445000,"Top 5%",242843
"2876",2014,"White, Not Hispanic","2019 Dollars",84228000,"Lowest",26473
"2877",2014,"White, Not Hispanic","2019 Dollars",84228000,"Second",50702
"2878",2014,"White, Not Hispanic","2019 Dollars",84228000,"Third",81119
"2879",2014,"White, Not Hispanic","2019 Dollars",84228000,"Fourth",131589
"2880",2014,"White, Not Hispanic","2019 Dollars",84228000,"Top 5%",238379
"2881",2013,"White, Not Hispanic","2019 Dollars",84432000,"Lowest",26418
"2882",2013,"White, Not Hispanic","2019 Dollars",84432000,"Second",51837
"2883",2013,"White, Not Hispanic","2019 Dollars",84432000,"Third",82108
"2884",2013,"White, Not Hispanic","2019 Dollars",84432000,"Fourth",130855
"2885",2013,"White, Not Hispanic","2019 Dollars",84432000,"Top 5%",238587
"2886",2012,"White, Not Hispanic","2019 Dollars",83792000,"Lowest",26773
"2887",2012,"White, Not Hispanic","2019 Dollars",83792000,"Second",49890
"2888",2012,"White, Not Hispanic","2019 Dollars",83792000,"Third",78908
"2889",2012,"White, Not Hispanic","2019 Dollars",83792000,"Fourth",125391
"2890",2012,"White, Not Hispanic","2019 Dollars",83792000,"Top 5%",225913
"2891",2011,"White, Not Hispanic","2019 Dollars",83573000,"Lowest",26813
"2892",2011,"White, Not Hispanic","2019 Dollars",83573000,"Second",49164
"2893",2011,"White, Not Hispanic","2019 Dollars",83573000,"Third",78649
"2894",2011,"White, Not Hispanic","2019 Dollars",83573000,"Fourth",125384
"2895",2011,"White, Not Hispanic","2019 Dollars",83573000,"Top 5%",227837
"2896",2010,"White, Not Hispanic","2019 Dollars",83314000,"Lowest",26557
"2897",2010,"White, Not Hispanic","2019 Dollars",83314000,"Second",49773
"2898",2010,"White, Not Hispanic","2019 Dollars",83314000,"Third",79925
"2899",2010,"White, Not Hispanic","2019 Dollars",83314000,"Fourth",125867
"2900",2010,"White, Not Hispanic","2019 Dollars",83314000,"Top 5%",226932
"2901",2009,"White, Not Hispanic","2019 Dollars",83158000,"Lowest",27903
"2902",2009,"White, Not Hispanic","2019 Dollars",83158000,"Second",51045
"2903",2009,"White, Not Hispanic","2019 Dollars",83158000,"Third",80338
"2904",2009,"White, Not Hispanic","2019 Dollars",83158000,"Fourth",126770
"2905",2009,"White, Not Hispanic","2019 Dollars",83158000,"Top 5%",226115
"2906",2008,"White, Not Hispanic","2019 Dollars",82884000,"Lowest",27814
"2907",2008,"White, Not Hispanic","2019 Dollars",82884000,"Second",51677
"2908",2008,"White, Not Hispanic","2019 Dollars",82884000,"Third",82213
"2909",2008,"White, Not Hispanic","2019 Dollars",82884000,"Fourth",127365
"2910",2008,"White, Not Hispanic","2019 Dollars",82884000,"Top 5%",228541
"2911",2007,"White, Not Hispanic","2019 Dollars",82765000,"Lowest",28522
"2912",2007,"White, Not Hispanic","2019 Dollars",82765000,"Second",53153
"2913",2007,"White, Not Hispanic","2019 Dollars",82765000,"Third",84114
"2914",2007,"White, Not Hispanic","2019 Dollars",82765000,"Fourth",131523
"2915",2007,"White, Not Hispanic","2019 Dollars",82765000,"Top 5%",233858
"2916",2006,"White, Not Hispanic","2019 Dollars",82675000,"Lowest",29144
"2917",2006,"White, Not Hispanic","2019 Dollars",82675000,"Second",52753
"2918",2006,"White, Not Hispanic","2019 Dollars",82675000,"Third",83003
"2919",2006,"White, Not Hispanic","2019 Dollars",82675000,"Fourth",130560
"2920",2006,"White, Not Hispanic","2019 Dollars",82675000,"Top 5%",234312
"2921",2005,"White, Not Hispanic","2019 Dollars",82003000,"Lowest",28314
"2922",2005,"White, Not Hispanic","2019 Dollars",82003000,"Second",52492
"2923",2005,"White, Not Hispanic","2019 Dollars",82003000,"Third",82249
"2924",2005,"White, Not Hispanic","2019 Dollars",82003000,"Fourth",129631
"2925",2005,"White, Not Hispanic","2019 Dollars",82003000,"Top 5%",232409
"2926",2004,"White, Not Hispanic","2019 Dollars",81628000,"Lowest",27710
"2927",2004,"White, Not Hispanic","2019 Dollars",81628000,"Second",51858
"2928",2004,"White, Not Hispanic","2019 Dollars",81628000,"Third",81860
"2929",2004,"White, Not Hispanic","2019 Dollars",81628000,"Fourth",127801
"2930",2004,"White, Not Hispanic","2019 Dollars",81628000,"Top 5%",225086
"2931",2003,"White, Not Hispanic","2019 Dollars",81148000,"Lowest",27879
"2932",2003,"White, Not Hispanic","2019 Dollars",81148000,"Second",52253
"2933",2003,"White, Not Hispanic","2019 Dollars",81148000,"Third",82845
"2934",2003,"White, Not Hispanic","2019 Dollars",81148000,"Fourth",129200
"2935",2003,"White, Not Hispanic","2019 Dollars",81148000,"Top 5%",228145
"2936",2002,"White, Not Hispanic","2019 Dollars",81166000,"Lowest",28501
"2937",2002,"White, Not Hispanic","2019 Dollars",81166000,"Second",52727
"2938",2002,"White, Not Hispanic","2019 Dollars",81166000,"Third",82739
"2939",2002,"White, Not Hispanic","2019 Dollars",81166000,"Fourth",127984
"2940",2002,"White, Not Hispanic","2019 Dollars",81166000,"Top 5%",224572
"2941",2001,"White, Not Hispanic","2019 Dollars",80818000,"Lowest",28791
"2942",2001,"White, Not Hispanic","2019 Dollars",80818000,"Second",52423
"2943",2001,"White, Not Hispanic","2019 Dollars",80818000,"Third",82733
"2944",2001,"White, Not Hispanic","2019 Dollars",80818000,"Fourth",128401
"2945",2001,"White, Not Hispanic","2019 Dollars",80818000,"Top 5%",230696
"2946",2000,"White, Not Hispanic","2019 Dollars",80527000,"Lowest",29477
"2947",2000,"White, Not Hispanic","2019 Dollars",80527000,"Second",53594
"2948",2000,"White, Not Hispanic","2019 Dollars",80527000,"Third",83601
"2949",2000,"White, Not Hispanic","2019 Dollars",80527000,"Fourth",128996
"2950",2000,"White, Not Hispanic","2019 Dollars",80527000,"Top 5%",228118
"2951",1999,"White, Not Hispanic","2019 Dollars",79819000,"Lowest",29430
"2952",1999,"White, Not Hispanic","2019 Dollars",79819000,"Second",53874
"2953",1999,"White, Not Hispanic","2019 Dollars",79819000,"Third",83735
"2954",1999,"White, Not Hispanic","2019 Dollars",79819000,"Fourth",128573
"2955",1999,"White, Not Hispanic","2019 Dollars",79819000,"Top 5%",231349
"2956",1998,"White, Not Hispanic","2019 Dollars",78577000,"Lowest",29100
"2957",1998,"White, Not Hispanic","2019 Dollars",78577000,"Second",53449
"2958",1998,"White, Not Hispanic","2019 Dollars",78577000,"Third",81862
"2959",1998,"White, Not Hispanic","2019 Dollars",78577000,"Fourth",125602
"2960",1998,"White, Not Hispanic","2019 Dollars",78577000,"Top 5%",220477
"2961",1997,"White, Not Hispanic","2019 Dollars",77936000,"Lowest",27915
"2962",1997,"White, Not Hispanic","2019 Dollars",77936000,"Second",51145
"2963",1997,"White, Not Hispanic","2019 Dollars",77936000,"Third",79691
"2964",1997,"White, Not Hispanic","2019 Dollars",77936000,"Fourth",121266
"2965",1997,"White, Not Hispanic","2019 Dollars",77936000,"Top 5%",212771
"2966",1996,"White, Not Hispanic","2019 Dollars",77240000,"Lowest",27265
"2967",1996,"White, Not Hispanic","2019 Dollars",77240000,"Second",49663
"2968",1996,"White, Not Hispanic","2019 Dollars",77240000,"Third",77385
"2969",1996,"White, Not Hispanic","2019 Dollars",77240000,"Fourth",117198
"2970",1996,"White, Not Hispanic","2019 Dollars",77240000,"Top 5%",203867
"2971",1995,"White, Not Hispanic","2019 Dollars",76932000,"Lowest",27261
"2972",1995,"White, Not Hispanic","2019 Dollars",76932000,"Second",50073
"2973",1995,"White, Not Hispanic","2019 Dollars",76932000,"Third",75701
"2974",1995,"White, Not Hispanic","2019 Dollars",76932000,"Fourth",115455
"2975",1995,"White, Not Hispanic","2019 Dollars",76932000,"Top 5%",200546
"2976",1994,"White, Not Hispanic","2019 Dollars",77004000,"Lowest",26013
"2977",1994,"White, Not Hispanic","2019 Dollars",77004000,"Second",47918
"2978",1994,"White, Not Hispanic","2019 Dollars",77004000,"Third",73657
"2979",1994,"White, Not Hispanic","2019 Dollars",77004000,"Fourth",113131
"2980",1994,"White, Not Hispanic","2019 Dollars",77004000,"Top 5%",197582
"2981",1993,"White, Not Hispanic","2019 Dollars",75697000,"Lowest",25971
"2982",1993,"White, Not Hispanic","2019 Dollars",75697000,"Second",47434
"2983",1993,"White, Not Hispanic","2019 Dollars",75697000,"Third",73029
"2984",1993,"White, Not Hispanic","2019 Dollars",75697000,"Fourth",111290
"2985",1993,"White, Not Hispanic","2019 Dollars",75697000,"Top 5%",191307
"2986",1992,"White, Not Hispanic","2019 Dollars",75107000,"Lowest",25972
"2987",1992,"White, Not Hispanic","2019 Dollars",75107000,"Second",47627
"2988",1992,"White, Not Hispanic","2019 Dollars",75107000,"Third",73061
"2989",1992,"White, Not Hispanic","2019 Dollars",75107000,"Fourth",109303
"2990",1992,"White, Not Hispanic","2019 Dollars",75107000,"Top 5%",184847
"2991",1991,"White, Not Hispanic","2019 Dollars",75625000,"Lowest",26214
"2992",1991,"White, Not Hispanic","2019 Dollars",75625000,"Second",47728
"2993",1991,"White, Not Hispanic","2019 Dollars",75625000,"Third",72877
"2994",1991,"White, Not Hispanic","2019 Dollars",75625000,"Fourth",109774
"2995",1991,"White, Not Hispanic","2019 Dollars",75625000,"Top 5%",183569
"2996",1990,"White, Not Hispanic","2019 Dollars",75035000,"Lowest",27158
"2997",1990,"White, Not Hispanic","2019 Dollars",75035000,"Second",48913
"2998",1990,"White, Not Hispanic","2019 Dollars",75035000,"Third",73580
"2999",1990,"White, Not Hispanic","2019 Dollars",75035000,"Fourth",110385
"3000",1990,"White, Not Hispanic","2019 Dollars",75035000,"Top 5%",188642
"3001",1989,"White, Not Hispanic","2019 Dollars",74495000,"Lowest",27457
"3002",1989,"White, Not Hispanic","2019 Dollars",74495000,"Second",49907
"3003",1989,"White, Not Hispanic","2019 Dollars",74495000,"Third",75268
"3004",1989,"White, Not Hispanic","2019 Dollars",74495000,"Fourth",112275
"3005",1989,"White, Not Hispanic","2019 Dollars",74495000,"Top 5%",190895
"3006",1988,"White, Not Hispanic","2019 Dollars",74067000,"Lowest",27086
"3007",1988,"White, Not Hispanic","2019 Dollars",74067000,"Second",49653
"3008",1988,"White, Not Hispanic","2019 Dollars",74067000,"Third",74542
"3009",1988,"White, Not Hispanic","2019 Dollars",74067000,"Fourth",110510
"3010",1988,"White, Not Hispanic","2019 Dollars",74067000,"Top 5%",185887
"3011",1987,"White, Not Hispanic","2019 Dollars",73120000,"Lowest",26554
"3012",1987,"White, Not Hispanic","2019 Dollars",73120000,"Second",48751
"3013",1987,"White, Not Hispanic","2019 Dollars",73120000,"Third",73832
"3014",1987,"White, Not Hispanic","2019 Dollars",73120000,"Fourth",109291
"3015",1987,"White, Not Hispanic","2019 Dollars",73120000,"Top 5%",181126
"3016",1986,"White, Not Hispanic","2019 Dollars",72067000,"Lowest",26208
"3017",1986,"White, Not Hispanic","2019 Dollars",72067000,"Second",47726
"3018",1986,"White, Not Hispanic","2019 Dollars",72067000,"Third",72142
"3019",1986,"White, Not Hispanic","2019 Dollars",72067000,"Fourth",107550
"3020",1986,"White, Not Hispanic","2019 Dollars",72067000,"Top 5%",179197
"3021",1985,"White, Not Hispanic","2019 Dollars",71540000,"Lowest",25312
"3022",1985,"White, Not Hispanic","2019 Dollars",71540000,"Second",46078
"3023",1985,"White, Not Hispanic","2019 Dollars",71540000,"Third",69710
"3024",1985,"White, Not Hispanic","2019 Dollars",71540000,"Fourth",103664
"3025",1985,"White, Not Hispanic","2019 Dollars",71540000,"Top 5%",170641
"3026",1984,"White, Not Hispanic","2019 Dollars",70586000,"Lowest",25128
"3027",1984,"White, Not Hispanic","2019 Dollars",70586000,"Second",45462
"3028",1984,"White, Not Hispanic","2019 Dollars",70586000,"Third",68320
"3029",1984,"White, Not Hispanic","2019 Dollars",70586000,"Fourth",101528
"3030",1984,"White, Not Hispanic","2019 Dollars",70586000,"Top 5%",167394
"3031",1983,"White, Not Hispanic","2019 Dollars",69648000,"Lowest",24676
"3032",1983,"White, Not Hispanic","2019 Dollars",69648000,"Second",44360
"3033",1983,"White, Not Hispanic","2019 Dollars",69648000,"Third",66453
"3034",1983,"White, Not Hispanic","2019 Dollars",69648000,"Fourth",98522
"3035",1983,"White, Not Hispanic","2019 Dollars",69648000,"Top 5%",162830
"3036",1982,"White, Not Hispanic","2019 Dollars",69214000,"Lowest",24300
"3037",1982,"White, Not Hispanic","2019 Dollars",69214000,"Second",44013
"3038",1982,"White, Not Hispanic","2019 Dollars",69214000,"Third",65896
"3039",1982,"White, Not Hispanic","2019 Dollars",69214000,"Fourth",97303
"3040",1982,"White, Not Hispanic","2019 Dollars",69214000,"Top 5%",158768
"3041",1981,"White, Not Hispanic","2019 Dollars",68996000,"Lowest",24422
"3042",1981,"White, Not Hispanic","2019 Dollars",68996000,"Second",43848
"3043",1981,"White, Not Hispanic","2019 Dollars",68996000,"Third",66530
"3044",1981,"White, Not Hispanic","2019 Dollars",68996000,"Fourth",96585
"3045",1981,"White, Not Hispanic","2019 Dollars",68996000,"Top 5%",154741
"3046",1980,"White, Not Hispanic","2019 Dollars",68106000,"Lowest",24832
"3047",1980,"White, Not Hispanic","2019 Dollars",68106000,"Second",44910
"3048",1980,"White, Not Hispanic","2019 Dollars",68106000,"Third",67373
"3049",1980,"White, Not Hispanic","2019 Dollars",68106000,"Fourth",97013
"3050",1980,"White, Not Hispanic","2019 Dollars",68106000,"Top 5%",154972
"3051",1979,"White, Not Hispanic","2019 Dollars",67203000,"Lowest",25410
"3052",1979,"White, Not Hispanic","2019 Dollars",67203000,"Second",46280
"3053",1979,"White, Not Hispanic","2019 Dollars",67203000,"Third",69173
"3054",1979,"White, Not Hispanic","2019 Dollars",67203000,"Fourth",98961
"3055",1979,"White, Not Hispanic","2019 Dollars",67203000,"Top 5%",160439
"3056",1978,"White, Not Hispanic","2019 Dollars",64836000,"Lowest",25244
"3057",1978,"White, Not Hispanic","2019 Dollars",64836000,"Second",45981
"3058",1978,"White, Not Hispanic","2019 Dollars",64836000,"Third",68700
"3059",1978,"White, Not Hispanic","2019 Dollars",64836000,"Fourth",98092
"3060",1978,"White, Not Hispanic","2019 Dollars",64836000,"Top 5%",157044
"3061",1977,"White, Not Hispanic","2019 Dollars",63721000,"Lowest",24278
"3062",1977,"White, Not Hispanic","2019 Dollars",63721000,"Second",45184
"3063",1977,"White, Not Hispanic","2019 Dollars",63721000,"Third",66691
"3064",1977,"White, Not Hispanic","2019 Dollars",63721000,"Fourth",96214
"3065",1977,"White, Not Hispanic","2019 Dollars",63721000,"Top 5%",152619
"3066",1976,"White, Not Hispanic","2019 Dollars",62365000,"Lowest",24548
"3067",1976,"White, Not Hispanic","2019 Dollars",62365000,"Second",44660
"3068",1976,"White, Not Hispanic","2019 Dollars",62365000,"Third",65984
"3069",1976,"White, Not Hispanic","2019 Dollars",62365000,"Fourth",94064
"3070",1976,"White, Not Hispanic","2019 Dollars",62365000,"Top 5%",147691
"3071",1975,"White, Not Hispanic","2019 Dollars",61533000,"Lowest",23725
"3072",1975,"White, Not Hispanic","2019 Dollars",61533000,"Second",43460
"3073",1975,"White, Not Hispanic","2019 Dollars",61533000,"Third",64841
"3074",1975,"White, Not Hispanic","2019 Dollars",61533000,"Fourth",91794
"3075",1975,"White, Not Hispanic","2019 Dollars",61533000,"Top 5%",144027
"3076",1974,"White, Not Hispanic","2019 Dollars",60164000,"Lowest",24737
"3077",1974,"White, Not Hispanic","2019 Dollars",60164000,"Second",45696
"3078",1974,"White, Not Hispanic","2019 Dollars",60164000,"Third",65716
"3079",1974,"White, Not Hispanic","2019 Dollars",60164000,"Fourth",93773
"3080",1974,"White, Not Hispanic","2019 Dollars",60164000,"Top 5%",148162
"3081",1973,"White, Not Hispanic","2019 Dollars",59276000,"Lowest",24736
"3082",1973,"White, Not Hispanic","2019 Dollars",59276000,"Second",46686
"3083",1973,"White, Not Hispanic","2019 Dollars",59276000,"Third",67775
"3084",1973,"White, Not Hispanic","2019 Dollars",59276000,"Fourth",96549
"3085",1973,"White, Not Hispanic","2019 Dollars",59276000,"Top 5%",154726
"3086",1972,"White, Not Hispanic","2019 Dollars",58004000,"Lowest",24585
"3087",1972,"White, Not Hispanic","2019 Dollars",58004000,"Second",45816
"3088",1972,"White, Not Hispanic","2019 Dollars",58004000,"Third",66301
